Ex-Showroom_Price,Fuel_Type,Length,Width,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Seating_Capacity,Model
"Rs. 33,95,000",Diesel,5115 mm,1985 mm,,8,,200PS@3800rpm,440Nm@1750-2750rpm,7,Carnival
"Rs. 25,99,599",Petrol,4861 mm,1864 mm,14.12 km/litre,6,164 mm,180PS@6200RPM,320Nm@1450-3900rpm,5,Superb
"Rs. 27,79,599",Petrol,4861 mm,1864 mm,14.67 km/litre,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Superb
"Rs. 30,99,599",Petrol,4861 mm,1864 mm,13.7 km/litre,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Superb
"Rs. 33,49,599",Diesel,4861 mm,1864 mm,18.19 km/litre,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,5,Superb
"Rs. 30,29,599",Diesel,4861 mm,1864 mm,18.19 km/litre,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,5,Superb
"Rs. 25,99,599",Petrol,4861 mm,1864 mm,14.67 km/litre,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Superb
"Rs. 28,49,599",Diesel,4861 mm,1864 mm,18.19 km/litre,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,5,Superb
"Rs. 27,69,000",Diesel,4369 mm,2041 mm,16.81 km/litre,6,133 mm,150PS@150rpm,350Nm@1500-2750rpm,5,V40
"Rs. 31,91,000",Diesel,4369 mm,2041 mm,16.81 km/litre,6,133 mm,150PS@3500rpm,350Nm@1500-2750rpm,5,V40
"Rs. 32,05,000",Diesel,4795 mm,1855 mm,12.9 km/litre,5,220 mm,177PS@3400rpm,450Nm@1600-2400rpm,7,Fortuner
"Rs. 30,19,000",Diesel,4795 mm,1855 mm,14.24 km/litre,5,220 mm,177PS@3400rpm,420Nm@1600-2400rpm,7,Fortuner
"Rs. 32,16,000",Diesel,4795 mm,1855 mm,14.24 km/litre,5,,177PS@3400rpm,420Nm@1600-2400rpm,7,Fortuner
"Rs. 33,95,000",Diesel,4795 mm,1855 mm,12.9 km/litre,5,,177PS@3400rpm,450Nm@1600-2400rpm,7,Fortuner
"Rs. 29,77,000",Petrol,4795 mm,1855 mm,10.26 km/litre,5,,166PS@5200rpm,245Nm@4000rpm,7,Fortuner
"Rs. 28,18,000",Petrol,4795 mm,1855 mm,10.01 km/litre,5,,166PS@5200rpm,245Nm@4000rpm,7,Fortuner
"Rs. 34,20,000",Diesel,4795 mm,1855 mm,12.9 km/litre,6,220 mm,177PS@3400rpm,450Nm@1600-2400rpm,7,Fortuner
"Rs. 34,70,000",Diesel,4903 mm,1869 mm,10.91 km/litre,6,225 mm,200PS@3000rpm,470Nm@1750-2500rpm,7,Endeavour
"Rs. 32,33,000",Diesel,4903 mm,1869 mm,12.62 km/litre,6,225 mm,160PS@3200rpm,385Nm@1600-2500rpm,7,Endeavour
"Rs. 29,20,000",Diesel,4903 mm,1869 mm,12.62 km/litre,6,225 mm,160PS@3200rpm,385Nm@1600-2500rpm,7,Endeavour
"Rs. 29,90,000",Diesel,3821 mm,1727 mm,21.15 km/litre,6,,116PS@4000rpm,270Nm@1750-2250rpm,4,Cooper 3 Door
"Rs. 34,20,000",Petrol,3850 mm,1727 mm,15.75 km/litre,6,,192PS@5000-6000rpm,280NM@1250-4600rpm,5,Cooper 3 Door
"Rs. 33,99,000",Diesel,4697 mm,1882 mm,16.25 km/litre,7,188 mm,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm,7,Kodiaq Scout
"Rs. 35,20,000",Diesel,4439 mm,2060 mm,20.68 km/litre,8,165 mm,190hp@4000rpm,400Nm@1750-2500rpm,5,X1
"Rs. 39,30,000",Diesel,4439 mm,2058 mm,20.68 km/litre,8,165 mm,190PS@4000rpm,400Nm@1750-2500rpm,5,X1
"Rs. 45,70,000",Diesel,4439 mm,2058 mm,20.68 km/litre,8,165 mm,190PS@4000rpm,400Nm@1750-2500rpm,5,X1
"Rs. 42,40,000",Diesel,4477 mm,2058 mm,17.05 km/litre,8,179 mm,187bhp@4000rpm,400Nm@1750-2500rpm,5,X1
"Rs. 38,30,000",Petrol,4439 mm,1821 mm,16.3 km/litre,7,165 mm,192hp@5000rpm,280Nm@1350-4600rpm,5,X1
"Rs. 56,02,000",Petrol,4635 mm,2097 mm,,8,136 mm,372Ps@5700rpm,470Nm@2100-4800rpm,5,S60
"Rs. 38,50,500",Diesel,4635 mm,1865 mm,21.7 km/litre,8,136 mm,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,5,S60
"Rs. 41,40,000",Diesel,4633 mm,1811 mm,19.62 km/litre,8,157 mm,190PS@400RPM,400NM@1750rpm,5,3-Series
"Rs. 46,90,000",Diesel,4633 mm,1811 mm,19.62 km/litre,8,157 mm,190PS@400RPM,400NM@1750rpm,5,3-Series
"Rs. 47,90,000",Petrol,4633 mm,1811 mm,16.13 km/litre,8,157 mm,258PS@500RPM,400NM@1550rpm,5,3-Series
"Rs. 44,26,500",Diesel,4637 mm,2097 mm,19.6 km/litre,6,201 mm,190PS@4000rpm,420Nm@1500-3000rpm,4,S60 Cross Country
"Rs. 50,21,200",Diesel,4388 mm,1831 mm,16.9 km/litre,7,170 mm,190PS@3800-4000rpm,400Nm@1750-2500rpm,5,Q5
"Rs. 56,21,200",Diesel,4388 mm,1831 mm,15.73 km/litre,7,170 mm,190PS@3800-4000rpm,400Nm@1750-2500rpm,5,Q5
"Rs. 50,21,200",Petrol,4663 mm,1898 mm,12.44 km/litre,7,200 mm,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5,Q5
"Rs. 56,21,200",Petrol,4663 mm,1898 mm,12.44 km/litre,7,200 mm,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5,Q5
"Rs. 54,94,000",Diesel,4371 mm,1996 mm,15.6 km/litre,9,210 mm,179PS@4000rpm,430NM@1750-2500rpm,5,Range Evoque
"Rs. 59,85,000",Diesel,4371 mm,1996 mm,15.6 km/litre,9,210 mm,179PS@4000rpm,430NM@1750-2500rpm,5,Range Evoque
"Rs. 54,94,000",Petrol,4371 mm,1996 mm,,9,210 mm,245PS@5500rpm,365Nm@1500-4500rpm,5,Range Evoque
"Rs. 59,85,000",Petrol,4371 mm,1996 mm,,9,210 mm,245PS@5500rpm,365Nm@1500-4500rpm,5,Range Evoque
"Rs. 58,61,062",Petrol,5063 mm,1860 mm,12 km/litre,,,184PS@5500rpm,300Nm@1200-4000rpm,5,Mercedes-Benz E-Class
"Rs. 72,85,332",Diesel,5063 mm,1860 mm,142 km/litre,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,5,Mercedes-Benz E-Class
"Rs. 59,64,321",Diesel,5063 mm,1860 mm,142 km/litre,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,5,Mercedes-Benz E-Class
"Rs. 1,50,00,000",Petrol,4879 mm,1854 mm,8.5 km/litre,7,155 mm,549bhp@5500rpm,720Nm@1750-5250RPM,4,Mercedes-Benz E-Class
"Rs. 57,50,000",Petrol,5063 mm,1860 mm,12 km/litre,,,184PS@5500rpm,300Nm@1200-4000rpm,5,Mercedes-Benz E-Class
"Rs. 61,50,000",Petrol,5063 mm,1860 mm,12 km/litre,,,184PS@5500rpm,300Nm@1200-4000rpm,5,Mercedes-Benz E-Class
"Rs. 58,50,000",Diesel,5063 mm,1860 mm,142 km/litre,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,5,Mercedes-Benz E-Class
"Rs. 62,50,000",Diesel,5063 mm,1860 mm,142 km/litre,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,5,Mercedes-Benz E-Class
"Rs. 59,90,000",Diesel,4688 mm,1902 mm,18.8 km/litre,6,209 mm,233PS@4250rpm,480Nm@1750rpm,5,Xc60
"Rs. 60,60,000",Diesel,4752 mm,1918 mm,16.4 km/litre,8,498 mm,188bhp@4000RPM,400NM@1750rpm,5,X4
"Rs. 65,90,000",Diesel,4752 mm,1918 mm,16.4 km/litre,8,498 mm,265PS@4000RPM,620Nm@2000-2500RPM,5,X4
"Rs. 63,50,000",Petrol,4752 mm,1918 mm,13.32 km/litre,8,498 mm,248bhp@5200rpm,350Nm@1450rpm,5,X4
"Rs. 63,94,000",Petrol,4882 mm,1877 mm,8.4 km/litre,8,215 mm,268PS@6350rpm,400Nm@4300rpm,5,Wrangler
"Rs. 64,26,497",Petrol,4686 mm,1810 mm,,9,,258bhp@5800-6100rpm,370Nm@1800-4000rpm,4,Mercedes-Benz C-Class Cabriolet
"Rs. 64,90,000",Petrol,4324 mm,2024 mm,7.6 km/litre,8,,197hp@4500-6500rpm,320hp@1450-2000rpm,2,Z4 Roadster
"Rs. 78,90,000",Petrol,4324 mm,1459 mm,7.6 km/litre,8,,340hp@5000-6000rpm,500@1600-4500rpm,2,Z4 Roadster
"Rs. 68,40,000",Diesel,5370 mm,1928 mm,,7,,163bhp@3800rpm,380Nm@1400-2400rpm,7,Mercedes-Benz V-Class
"Rs. 81,90,000",Diesel,5140 mm,1928 mm,,7,,163bhp@3800rpm,380Nm@1400-2400rpm,6,Mercedes-Benz V-Class
"Rs. 1,10,00,000",Diesel,5140 mm,1928 mm,,9,,163PS@4200rpm,380Nm@2400rpm,6,Mercedes-Benz V-Class
"Rs. 72,21,500",Diesel,5052 mm,1968 mm,14.75 km/litre,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,7,Q7
"Rs. 80,21,500",Diesel,5052 mm,1968 mm,14.75 km/litre,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,7,Q7
"Rs. 69,21,500",Petrol,5052 mm,1968 mm,11.68 km/litre,8,200 mm,252PS@4500RPM,370Nm@1600-4500rpm,7,Q7
"Rs. 76,21,500",Petrol,5052 mm,1968 mm,,8,200 mm,252PS@5000-6000rpm,370Nm@1600-4500rpm,7,Q7
"Rs. 81,11,500",Diesel,5052 mm,1968 mm,14.75 km/litre,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,7,Q7
"Rs. 77,11,500",Petrol,5052 mm,1968 mm,,8,200 mm,252PS@5000-6000rpm,370Nm@1600-4500rpm,7,Q7
"Rs. 69,52,964",Petrol,4370 mm,1900 mm,15.7 km/litre,9,,240PS@5500rpm,340NM@1500rpm,4,Range Evoque Convertible
"Rs. 72,46,802",Diesel,4797 mm,2145 mm,15.7 km/litre,9,,179PS@4000rpm,430NM@1750-2500rpm,5,Range Velar
"Rs. 72,46,802",Petrol,4797 mm,2145 mm,12.63 km/litre,9,,250PS@5500RPM,365Nm@1500rpm,5,Range Velar
"Rs. 75,00,000",Diesel,4933 mm,1852 mm,12.06 km/litre,,155 mm,194hp@3800rpm,400Nm@1600-2800RPM,5,Mercedes-Benz E-Class All Terrain
"Rs. 87,90,000",Diesel,4950 mm,2140 mm,17.2 km/litre,8,218 mm,225PS@4250RPM,470Nm@1740RPM,7,Xc90
"Rs. 80,90,000",Diesel,4950 mm,2140 mm,17.2 km/litre,8,218 mm,225PS@4250RPM,470Nm@1740RPM,7,Xc90
"Rs. 1,31,24,000",Hybrid,4950 mm,2140 mm,,8,218 mm,407ps@5700rpm,640Nm@2200rpm,4,Xc90
"Rs. 96,65,000",Hybrid,4950 mm,2140 mm,17.2 km/litre,8,238 mm,320bhp,240Nm,7,Xc90
"Rs. 84,91,500",Diesel,4950 mm,2140 mm,17.2 km/litre,8,218 mm,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,7,Xc90
"Rs. 2,05,17,853",Petrol,4882 mm,2220 mm,,,,567bhp@6000-6500rpm,700Nm@3500-4000rpm,5,Range Sport
"Rs. 86,70,586",Petrol,4879 mm,2220 mm,,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,7,Range Sport
"Rs. 94,48,181",Petrol,4879 mm,2220 mm,,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,7,Range Sport
"Rs. 1,14,76,911",Petrol,4879 mm,2220 mm,,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,7,Range Sport
"Rs. 1,56,00,000",Petrol,4879 mm,2220 mm,,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,7,Range Sport
"Rs. 1,32,28,725",Petrol,4879 mm,2220 mm,,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,7,Range Sport
"Rs. 1,79,40,227",Petrol,4879 mm,2220 mm,,,,518bhp@6000-6500rpm,625Nm@2500-5500rpm,5,Range Sport
"Rs. 1,03,73,732",Diesel,4879 mm,2220 mm,,8,172 mm,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,5,Range Sport
"Rs. 1,19,13,021",Diesel,4879 mm,2220 mm,,8,227 mm,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,5,Range Sport
"Rs. 1,49,08,985",Diesel,4879 mm,2220 mm,11.5 km/litre,8,295.5 mm,335bhp@3500rpm,740Nm@2250rpm,7,Range Sport
"Rs. 97,38,609",Diesel,5252 mm,1899 mm,12.9 km/litre,8,100 mm,274PS@4000RPM,600Nm@3500rpm,5,Xj
"Rs. 1,07,25,145",Diesel,5252 mm,1899 mm,12.9 km/litre,8,100 mm,274PS@4000RPM,600Nm@3500rpm,5,Xj
"Rs. 1,11,29,599",Diesel,5255 mm,1899 mm,12.9 km/litre,8,100 mm,302bhp@4000RPM,689Nm@1800rpm,5,Xj
"Rs. 1,58,06,000",Hybrid,4918 mm,1983 mm,3.4 km/litre,8,210 mm,340bhp@6400RPM,450Nm@5300RPM,5,Cayenne
"Rs. 1,92,10,000",Petrol,4926 mm,1983 mm,16.2 km/litre,8,190 mm,550bhp@6000RPM,770Nm@4500RPM,5,Cayenne
"Rs. 1,19,36,000",Petrol,4918 mm,1983 mm,,8,210 mm,335PS@5300rpm,450Nm@1340 - 5300rpm,5,Cayenne
"Rs. 1,33,87,856",Diesel,4971 mm,2100 mm,,8,,275PS@4000rpm,570Nm@2000-2600rpm,5,Ghibli
"Rs. 1,38,81,858",Diesel,4971 mm,2100 mm,,8,,275bhp@4000RPM,600Nm@2000rpm,5,Ghibli
"Rs. 1,42,47,814",Diesel,4971 mm,2100 mm,,8,,275bhp@4000RPM,600Nm@2000rpm,5,Ghibli
"Rs. 1,46,99,000",Diesel,4950 mm,1980 mm,9 km/litre,6,225 mm,265PS@3400rpm,650Nm@1600-2600rpm,7,Land Cruiser
"Rs. 1,70,72,000",Petrol,5012 mm,1911 mm,9.8 km/litre,8,109 mm,560PS@6600RPM,700Nm@1750-5500rpm,4,Rs7
"Rs. 2,60,37,526",Petrol,4999 mm,2034 mm,9.6 km/litre,8,295.5 mm,518bhp@6000-6500rpm,625Nm@2500-5500rpm,7,Range
"Rs. 3,25,22,000",Petrol,4999 mm,2220 mm,9.6 km/litre,8,295.5 mm,558PS@6000-6500rpm,700Nm@3500-5000rpm,5,Range
"Rs. 1,95,27,130",Petrol,5199 mm,2220 mm,11.6 km/litre,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,7,Range
"Rs. 4,04,99,548",Petrol,4999 mm,2220 mm,10kmpl km/litre,,295 mm,558bhp@6000-6500RPM,700Nm@3500-5000rpm,5,Range
"Rs. 1,81,85,267",Diesel,5200 mm,2120 mm,,8,295.5 mm,254bhp@3750rpm,600Nm@1750-2250rpm,5,Range
"Rs. 1,95,27,130",Diesel,5200 mm,2073 mm,,8,295.5 mm,254bhp@3750rpm,600Nm@1750-2250rpm,7,Range
"Rs. 2,51,74,051",Diesel,5200 mm,2073 mm,,8,295.5 mm,335bhp@3500rpm,740Nm@1750-2250rpm,7,Range
"Rs. 3,92,94,685",Diesel,5200 mm,2073 mm,,8,295 mm,335bhp@3500rpm,740Nm@1750-2250rpm,4,Range
"Rs. 2,36,75,691",Diesel,5200 mm,2073 mm,,8,295.5 mm,335bhp@3500rpm,740Nm@1750-2250rpm,7,Range
"Rs. 2,13,98,758",Petrol,5199 mm,2220 mm,11.6 km/litre,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,7,Range
"Rs. 1,98,65,675",Petrol,4881 mm,2056 mm,9.8 km/litre,6,128 mm,450PS@7000rpm,510Nm@4750rpm,4,Grancabrio
"Rs. 2,15,83,466",Petrol,4546 mm,1939 mm,7.8 km/litre,7,,510PS@6250rpm,650Nm@1750-4750rpm,2,Mercedes-Benz Amg-Gt
"Rs. 2,32,64,134",Petrol,4551 mm,2007 mm,7.8 km/litre,7,,585PS@6250rpm,700Nm@1900-5500rpm,2,Mercedes-Benz Amg-Gt
"Rs. 2,27,33,626",Petrol,4544 mm,1939 mm,7.8 km/litre,7,,476PS@6000rpm,630Nm@1700-5000rpm,2,Mercedes-Benz Amg-Gt
"Rs. 2,42,00,000",Petrol,5054 mm,1953 mm,,7,,639PS@6250rpm,700Nm@1900 rpm,4,Mercedes-Benz Amg Gt 4-Door Coupe
"Rs. 3,71,33,704",Petrol,4459 mm,1924 mm,10.6 km/litre,7,135 mm,610PS@8250rpm,560Nm@6500rpm,2,Huracan
"Rs. 3,24,52,486",Petrol,4459 mm,1924 mm,11.24 km/litre,7,135 mm,580PS@8000rpm,540Nm@6500rpm,2,Huracan
"Rs. 3,51,50,732",Petrol,4459 mm,1924 mm,8 km/litre,7,135 mm,610PS@8250rpm,560Nm@6500rpm,2,Huracan
"Rs. 3,76,14,126",Petrol,4459 mm,1924 mm,10.6 km/litre,7,135 mm,639PS@8250rpm,600Nm@6500rpm,2,Huracan
"Rs. 3,55,35,000",Petrol,4459 mm,1924 mm,11.24 km/litre,7,135 mm,571 bhp @ 8000 rpm,540 Nm @ 6500 rpm,2,Huracan
"Rs. 4,07,42,932",Petrol,4459 mm,1924 mm,10.6 km/litre,7,135 mm,602 bhp @ 8250 rpm,560Nm@6500rpm,2,Huracan
"Rs. 3,73,00,000",Petrol,4459 mm,1924 mm,10.6 km/litre,7,135 mm,631Bhp@8250rpm,600Nm@6500rpm,2,Huracan
"Rs. 4,10,00,000",Petrol,4459 mm,1924 mm,10.6 km/litre,7,,631Bhp@8250rpm,600Nm@6500rpm,2,Huracan
"Rs. 3,22,00,000",Petrol,4520 mm,1933 mm,10.6 km/litre,7,,610PS@8000 rpm,560Nm@6500rpm,2,Huracan
"Rs. 3,67,61,413",Petrol,4568 mm,1952 mm,5.5 km/litre,7,,670PS@8000rpm,760NM@3000rpm,2,488 Gtb
"Rs. 3,93,19,552",Petrol,4568 mm,1952 mm,5.5 km/litre,7,,670PS@8000rpm,760NM@3000rpm,2,488 Gtb
"Rs. 4,20,00,000",Petrol,4922 mm,1980 mm,5.5 km/litre,7,,610PS@7000rpm,760Nm@5250RPM,4,Gtc4 Lusso
"Rs. 5,20,00,000",Petrol,4922 mm,1980 mm,5.5 km/litre,7,,681PS@8000rpm,697Nm@5250RPM,4,Gtc4 Lusso
"Rs. 4,78,93,943",Petrol,4780 mm,2030 mm,5 km/litre,7,100 mm,700PS@8250RPM,690Nm@5500rpm,2,Aventador
"Rs. 5,32,10,327",Petrol,4780 mm,2030 mm,8.8 km/litre,7,,700PS@8250RPM,690Nm@5506RPM,2,Aventador
"Rs. 4,74,67,700",Petrol,4797 mm,2030 mm,5 km/litre,7,100 mm,740PS@8400rpm,690Nm@5500rpm,2,Aventador
"Rs. 5,92,16,193",Petrol,5285 mm,1947 mm,7.9 km/litre,8,208 mm,571PS@6000RPM,780Nm@1500-5000RPM,4,Rolls-Royce Dawn
"Rs. 8,37,55,383",Petrol,5842 mm,1990 mm,9.8 km/litre,8,164 mm,453PS@5350rpm,720Nm@3500rpm,4,Rolls-Royce Drophead Coupe
"Rs. 2,82,778",Petrol,3370 mm,1410 mm,16.8 km/litre,4,165 mm,34.7PS@5000rpm,59Nm@2500rpm,5,Omni
"Rs. 2,84,485",Petrol,3370 mm,1410 mm,16.8 km/litre,4,165 mm,34.7PS@5000rpm,59Nm@2500rpm,8,Omni
"Rs. 4,12,292",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 5,52,656",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 5,74,448",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 5,55,196",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 5,00,575",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 5,93,361",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 6,15,153",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,68PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 6,58,361",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,78PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 6,80,153",Petrol,3995 mm,1635 mm,20.6 km/litre,5,180 mm,78PS@5000rpm,104Nm@4000rpm,7,Go+
"Rs. 4,82,330",Petrol,3987 mm,1687 mm,15 km/litre,5,195 mm,68PS@6000rpm,96Nm@2500RPM,5,Punto Evo Pure
"Rs. 5,75,947",Diesel,3989 mm,1687 mm,20 km/litre,5,185 mm,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM,5,Punto Evo Pure
"Rs. 5,23,000",Petrol,3941 mm,1704 mm,20.4 km/litre,5,,96PS@6500rpm,120Nm@4250rpm,5,Figo
"Rs. 6,23,000",Diesel,3941 mm,1704 mm,25.5 km/litre,5,,100PS@3750RPM,215Nm@1750-3000RPM,5,Figo
"Rs. 5,99,900",Petrol,3941 mm,1704 mm,20.4 km/litre,5,,96PS@6500rpm,120Nm@4250rpm,5,Figo
"Rs. 6,99,900",Diesel,3941 mm,1704 mm,25.5 km/litre,5,,100PS@3750RPM,215Nm@1750-3000RPM,5,Figo
"Rs. 6,64,900",Petrol,3941 mm,1704 mm,20.4 km/litre,5,,96PS@6500rpm,120Nm@4250rpm,5,Figo
"Rs. 7,64,900",Diesel,3941 mm,1704 mm,25.5 km/litre,5,,100PS@3750RPM,215Nm@1750-3000RPM,5,Figo
"Rs. 7,46,621",Diesel,3995 mm,1745 mm,27.39 km/litre,5,170 mm,75PS@4000rpm,190Nm@2000rpm,5,Baleno
"Rs. 8,68,221",Diesel,3995 mm,1745 mm,27.39 km/litre,5,170 mm,75PS@4000rpm,190Nm@2000rpm,5,Baleno
"Rs. 6,68,611",Diesel,3995 mm,1745 mm,27.39 km/litre,5,170 mm,75PS@4000rpm,190Nm@2000rpm,5,Baleno
"Rs. 8,07,921",Diesel,3995 mm,1745 mm,27.39 km/litre,5,170 mm,75PS@4000rpm,190Nm@2000rpm,5,Baleno
"Rs. 7,58,212",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 8,90,212",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 6,36,612",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 7,68,612",Petrol,3995 mm,1745 mm,21.04 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 5,58,602",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 6,97,912",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 7,33,412",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 7,89,912",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 8,29,912",Petrol,3995 mm,1745 mm,21.04 km/litre,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,5,Baleno
"Rs. 5,86,428",Petrol,3765 mm,1660 mm,18.9 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10
"Rs. 6,20,637",Petrol,3765 mm,1660 mm,19.77 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10
"Rs. 6,52,328",Petrol,3765 mm,1660 mm,17.49 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10
"Rs. 7,05,538",Petrol,3765 mm,1660 mm,17.49 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10
"Rs. 6,40,537",Petrol,3765 mm,1660 mm,19.77 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10
"Rs. 6,53,452",CNG,3765 mm,1660 mm,,5,165 mm,82bhp@6000RPM,114Nm@4000rpm,5,Grand I10
"Rs. 7,51,203",Diesel,4560 mm,1730 mm,19.5 km/litre,5,185 mm,76PS@4000RPM,197Nm@1750RPM,5,Linea Classic
"Rs. 6,46,336",Petrol,4560 mm,1730 mm,14.9 km/litre,5,185 mm,90PS@6000rpm,115Nm@4500RPM,5,Linea Classic
"Rs. 8,08,558",Diesel,4560 mm,1730 mm,19.5 km/litre,5,185 mm,76PS@4000RPM,197Nm@1750RPM,5,Linea Classic
"Rs. 7,07,025",Petrol,4455 mm,1695 mm,16.95 km/litre,5,,99PS@6000rpm,134Nm@4000rpm,5,Sunny
"Rs. 8,36,461",Petrol,4455 mm,1695 mm,16.95 km/litre,5,,99PS@6000rpm,134Nm@4000rpm,5,Sunny
"Rs. 9,12,534",Diesel,4455 mm,1695 mm,22.71 km/litre,5,,86Ps@3750rpm,200Nm@2000rpm,5,Sunny
"Rs. 9,93,997",Diesel,4455 mm,1695 mm,22.71 km/litre,5,,86Ps@3750rpm,200Nm@2000rpm,5,Sunny
"Rs. 8,60,997",Diesel,4455 mm,1695 mm,22.71 km/litre,5,,86Ps@3750rpm,200Nm@2000rpm,5,Sunny
"Rs. 9,93,997",Petrol,4455 mm,1695 mm,17.97 km/litre,5,,101PS@5600rpm,134Nm@4000rpm,5,Sunny
"Rs. 8,77,285",Diesel,4455 mm,1695 mm,22.71 km/litre,5,,86Ps@3750rpm,200Nm@2000rpm,5,Sunny
"Rs. 7,59,000",Petrol,4395 mm,1735 mm,19.34 km/litre,5,185 mm,103Bhp@6000rpm,138Nm@4400rpm,7,Ertiga
"Rs. 9,17,000",Petrol,4265 mm,1695 mm,19.34 km/litre,5,,104bhp@6000rpm,138Nm@4400rpm,7,Ertiga
"Rs. 9,36,000",Petrol,4395 mm,1735 mm,18.69 km/litre,4,,103Bhp@6000rpm,130Nm@4400rpm,7,Ertiga
"Rs. 9,71,000",Petrol,4395 mm,1735 mm,19.34 km/litre,5,,103Bhp@6000rpm,130Nm@4400rpm,7,Ertiga
"Rs. 8,34,000",Petrol,4265 mm,1695 mm,19.34 km/litre,5,,103Bhp@6000rpm,180Nm@4400rpm,7,Ertiga
"Rs. 10,13,000",Petrol,4265 mm,1695 mm,18.69 km/litre,4,,104bhp@6000rpm,138Nm@4400rpm,7,Ertiga
"Rs. 9,86,689",Diesel,4395 mm,1735 mm,24.2 km/litre,6,,95Bhp@4400rpm,225Nm@1750rpm,7,Ertiga
"Rs. 10,69,689",Diesel,4395 mm,1735 mm,24.2 km/litre,6,,95Bhp@4400rpm,225Nm@1750rpm,7,Ertiga
