Automatic_Headlamps,ESP_(Electronic_Stability_Program),Number_of_Airbags,Gear_Shift_Reminder,Fasten_Seat_Belt_Warning,Door_Ajar_Warning,ABS_(Anti-lock_Braking_System),Passenger_Side_Seat-Belt_Reminder,High_Speed_Alert_System,Low_Fuel_Warning,Engine_Malfunction_Light,Child_Safety_Locks,Central_Locking,Ex-Showroom_Price,ARAI_Certified_Mileage,Power,Torque
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,73,664",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,30,924",16 km/litre,155PS@3750rpm,360Nm@1750-2800rpm
,,,,,,,,,Yes,Yes,Yes,,"Rs. 12,93,214",,41PS@3500RPM,91Nm@3000rpm
,,,,,,,,,Yes,,Yes,,"Rs. 12,67,208",,41PS@3500RPM,91Nm@3000rpm
,,,,,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 13,03,241",,41PS@3500RPM,91Nm@3000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,39,374",17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,29,417",17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,12,593",17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,96,458",17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,71,864",17.6 km/litre,150PS@4000rpm,320Nm@1700-2700rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,31,377",17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 16,55,587",17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm
,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,05,000",15.4 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,27,000",15 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,10,000",15.4 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,32,000",15.4 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,13,000",15.1 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,20,000",10.83 km/litre,166PS@5200rpm,245Nm@4000rpm
,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,15,000",10.83 km/litre,166PS@3400rpm,245Nm@1200-3400RPM
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,03,000",10.75 km/litre,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,07,000",11.25 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,93,000",11.25 km/litre,174PS@3400rpm,360Nm@1200-3400rpm
,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,98,000",11.25 km/litre,174PS@3400rpm,360Nm@1200-3400rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,97,000",15 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
Yes,,3,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,92,000",11.25 km/litre,166PS@5200rpm,245Nm@4000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,71,000",10.75 km/litre,166PS@5200rpm,245Nm@4000rpm
,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,92,000",15.4 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,87,000",15.1 km/litre,150PS@3400rpm,343Nm@1400-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,96,000",16.3 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,60,000",16.3 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,55,000",14.1 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,61,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,03,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,88,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,73,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,22,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,51,000",16.3 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,99,000",16.3 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,67,000",16.3 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,33,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 23,11,000",16.3 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 16,99,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 15,99,000",16.3 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,00,000",14.1 km/litre,163PS@5500rpm,250Nm@2500-4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,70,000",16.3 km/litre,162PS@3750rpm,250Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,36,300",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 22,14,000",16.3 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 24,99,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,96,000",17.1 km/litre,173PS@3750rpm,350Nm@1750-2500rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,45,000",16.7 km/litre,140PS@6400rpm,173Nm@4000rpm
Yes,Yes,3,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,06,000",16.7 km/litre,140PS@6400rpm,173Nm@4000rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,82,000",16.7 km/litre,140PS@6400rpm,173Nm@4000rpm
Yes,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,36,000",21 km/litre,88.4PS@3800rpm,205Nm@1800-2800rpm
,,3,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,71,000",21 km/litre,88.4PS@3800rpm,205Nm@1800-2800rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,19,000",16.7 km/litre,140PS@6400rpm,173Nm@4000rpm
,,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,93,900",16.5 km/litre,141PS@6500rpm,174Nm@4300rpm
Yes,Yes,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 19,44,900",16.5 km/litre,141PS@6500rpm,174Nm@4300rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,24,900",16.8 km/litre,141PS@6500rpm,174Nm@4300rpm
Yes,Yes,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,54,900",26.8 km/litre,120ps@4000,300Nm@2000
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 22,34,900",26.8 km/litre,120PS@4000RPM,300NM@2000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 20,88,000",,142.76PS@3500rpm,353Nm@5000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 23,58,000",,142.76PS@3500rpm,353Nm@5000rpm
Yes,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 24,95,000",,200PS@3800rpm,440Nm@1750-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 25,15,000",,200PS@3800rpm,440Nm@1750-2750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 28,95,000",,200PS@3800rpm,440Nm@1750-2750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 29,95,000",,200PS@3800rpm,440Nm@1750-2750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 33,95,000",,200PS@3800rpm,440Nm@1750-2750rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 25,99,599",14.12 km/litre,180PS@6200RPM,320Nm@1450-3900rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 27,79,599",14.67 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 30,99,599",13.7 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 33,49,599",18.19 km/litre,177PS@4000RPM,350Nm@1500-3500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 30,29,599",18.19 km/litre,177PS@4000RPM,350Nm@1500-3500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 25,99,599",14.67 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 28,49,599",18.19 km/litre,177PS@4000RPM,350Nm@1500-3500rpm
Yes,Yes,7,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 27,69,000",16.81 km/litre,150PS@150rpm,350Nm@1500-2750rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 31,91,000",16.81 km/litre,150PS@3500rpm,350Nm@1500-2750rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 32,05,000",12.9 km/litre,177PS@3400rpm,450Nm@1600-2400rpm
Yes,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 30,19,000",14.24 km/litre,177PS@3400rpm,420Nm@1600-2400rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 32,16,000",14.24 km/litre,177PS@3400rpm,420Nm@1600-2400rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 33,95,000",12.9 km/litre,177PS@3400rpm,450Nm@1600-2400rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,77,000",10.26 km/litre,166PS@5200rpm,245Nm@4000rpm
Yes,,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 28,18,000",10.01 km/litre,166PS@5200rpm,245Nm@4000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 34,20,000",12.9 km/litre,177PS@3400rpm,450Nm@1600-2400rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 34,70,000",10.91 km/litre,200PS@3000rpm,470Nm@1750-2500rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 32,33,000",12.62 km/litre,160PS@3200rpm,385Nm@1600-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,20,000",12.62 km/litre,160PS@3200rpm,385Nm@1600-2500rpm
Yes,Yes,2,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 29,90,000",21.15 km/litre,116PS@4000rpm,270Nm@1750-2250rpm
Yes,Yes,2,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 34,20,000",15.75 km/litre,192PS@5000-6000rpm,280NM@1250-4600rpm
Yes,Yes,9,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,"Rs. 33,99,000",16.25 km/litre,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 35,20,000",20.68 km/litre,190hp@4000rpm,400Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 39,30,000",20.68 km/litre,190PS@4000rpm,400Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 45,70,000",20.68 km/litre,190PS@4000rpm,400Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 42,40,000",17.05 km/litre,187bhp@4000rpm,400Nm@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 38,30,000",16.3 km/litre,192hp@5000rpm,280Nm@1350-4600rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 56,02,000",,372Ps@5700rpm,470Nm@2100-4800rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 38,50,500",21.7 km/litre,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 41,40,000",19.62 km/litre,190PS@400RPM,400NM@1750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 46,90,000",19.62 km/litre,190PS@400RPM,400NM@1750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 47,90,000",16.13 km/litre,258PS@500RPM,400NM@1550rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 44,26,500",19.6 km/litre,190PS@4000rpm,420Nm@1500-3000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 50,21,200",16.9 km/litre,190PS@3800-4000rpm,400Nm@1750-2500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 56,21,200",15.73 km/litre,190PS@3800-4000rpm,400Nm@1750-2500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 50,21,200",12.44 km/litre,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 56,21,200",12.44 km/litre,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 54,94,000",15.6 km/litre,179PS@4000rpm,430NM@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 59,85,000",15.6 km/litre,179PS@4000rpm,430NM@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 54,94,000",,245PS@5500rpm,365Nm@1500-4500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 59,85,000",,245PS@5500rpm,365Nm@1500-4500rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 58,61,062",12 km/litre,184PS@5500rpm,300Nm@1200-4000rpm
,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 72,85,332",142 km/litre,268.7PS@3800rpm,620Nm@1600rpm
,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 59,64,321",142 km/litre,268.7PS@3800rpm,620Nm@1600rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 1,50,00,000",8.5 km/litre,549bhp@5500rpm,720Nm@1750-5250RPM
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 57,50,000",12 km/litre,184PS@5500rpm,300Nm@1200-4000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 61,50,000",12 km/litre,184PS@5500rpm,300Nm@1200-4000rpm
,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 58,50,000",142 km/litre,268.7PS@3800rpm,620Nm@1600rpm
,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 62,50,000",142 km/litre,268.7PS@3800rpm,620Nm@1600rpm
Yes,,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 59,90,000",18.8 km/litre,233PS@4250rpm,480Nm@1750rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 60,60,000",16.4 km/litre,188bhp@4000RPM,400NM@1750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 65,90,000",16.4 km/litre,265PS@4000RPM,620Nm@2000-2500RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 63,50,000",13.32 km/litre,248bhp@5200rpm,350Nm@1450rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,"Rs. 63,94,000",8.4 km/litre,268PS@6350rpm,400Nm@4300rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 64,26,497",,258bhp@5800-6100rpm,370Nm@1800-4000rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 64,90,000",7.6 km/litre,197hp@4500-6500rpm,320hp@1450-2000rpm
Yes,Yes,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 78,90,000",7.6 km/litre,340hp@5000-6000rpm,500@1600-4500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 68,40,000",,163bhp@3800rpm,380Nm@1400-2400rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 81,90,000",,163bhp@3800rpm,380Nm@1400-2400rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,10,00,000",,163PS@4200rpm,380Nm@2400rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 72,21,500",14.75 km/litre,249PS@4500RPM,600Nm@1500-3000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 80,21,500",14.75 km/litre,249PS@4500RPM,600Nm@1500-3000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 69,21,500",11.68 km/litre,252PS@4500RPM,370Nm@1600-4500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 76,21,500",,252PS@5000-6000rpm,370Nm@1600-4500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 81,11,500",14.75 km/litre,249PS@4500RPM,600Nm@1500-3000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 77,11,500",,252PS@5000-6000rpm,370Nm@1600-4500rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 69,52,964",15.7 km/litre,240PS@5500rpm,340NM@1500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 72,46,802",15.7 km/litre,179PS@4000rpm,430NM@1750-2500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 72,46,802",12.63 km/litre,250PS@5500RPM,365Nm@1500rpm
,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 75,00,000",12.06 km/litre,194hp@3800rpm,400Nm@1600-2800RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 87,90,000",17.2 km/litre,225PS@4250RPM,470Nm@1740RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 80,90,000",17.2 km/litre,225PS@4250RPM,470Nm@1740RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,31,24,000",,407ps@5700rpm,640Nm@2200rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 96,65,000",17.2 km/litre,320bhp,240Nm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 84,91,500",17.2 km/litre,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm
Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,05,17,853",,567bhp@6000-6500rpm,700Nm@3500-4000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 86,70,586",,296bhp@5500rpm,400Nm@1500-4000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 94,48,181",,296bhp@5500rpm,400Nm@1500-4000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,14,76,911",,335bhp@6500RPM,450Nm@3500-5000RPM
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,56,00,000",,296bhp@5500rpm,400Nm@1500-4000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,32,28,725",,335bhp@6500RPM,450Nm@3500-5000RPM
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,79,40,227",,518bhp@6000-6500rpm,625Nm@2500-5500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,03,73,732",,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 1,19,13,021",,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,49,08,985",11.5 km/litre,335bhp@3500rpm,740Nm@2250rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 97,38,609",12.9 km/litre,274PS@4000RPM,600Nm@3500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,07,25,145",12.9 km/litre,274PS@4000RPM,600Nm@3500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,11,29,599",12.9 km/litre,302bhp@4000RPM,689Nm@1800rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,58,06,000",3.4 km/litre,340bhp@6400RPM,450Nm@5300RPM
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,92,10,000",16.2 km/litre,550bhp@6000RPM,770Nm@4500RPM
Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,19,36,000",,335PS@5300rpm,450Nm@1340 - 5300rpm
,,,,,,,,,,,,,"Rs. 1,33,87,856",,275PS@4000rpm,570Nm@2000-2600rpm
,,,,,,,,,,,,,"Rs. 1,38,81,858",,275bhp@4000RPM,600Nm@2000rpm
,,,,,,,,,,,,,"Rs. 1,42,47,814",,275bhp@4000RPM,600Nm@2000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,46,99,000",9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm
